uid,namedLocation,domainID,siteID,plotID,trapID,setDate,collectDate,samplingImpractical,eventID,trappingDays,fieldSampleID,samplingProtocolVersion,trapCondition,toxicodendronPossible,remarks,measuredBy,recordedBy,publicationDate,release
43bcf6b5-f698-42ef-9da2-b4cb1e2a8c03,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,CLBJ_029_190,2019-10-08,2019-10-23,"",LTR.2019.CLBJ.08,15,NEON.LTR.CLBJ029190.20191023,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224934Z,RELEASE-2024
e5b94ae0-02d2-4b72-b2a0-ea9a67564385,CLBJ_025.basePlot.ltr,D11,CLBJ,CLBJ_025,CLBJ_025_174,2019-10-08,2019-10-23,"",LTR.2019.CLBJ.08,15,NEON.LTR.CLBJ025174.20191023,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224934Z,RELEASE-2024
959b5c45-da5d-4eb6-be7d-cf5d4d8598f2,CLBJ_027.basePlot.ltr,D11,CLBJ,CLBJ_027,CLBJ_027_063,2019-10-08,2019-10-23,"",LTR.2019.CLBJ.08,15,NEON.LTR.CLBJ027063.20191023,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224934Z,RELEASE-2024
3a8fd3fe-771f-431f-9209-8b162e4e7bae,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,CLBJ_017_195,2019-10-08,2019-10-23,"",LTR.2019.CLBJ.08,15,NEON.LTR.CLBJ017195.20191023,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224934Z,RELEASE-2024
d502f374-1280-4690-86d4-b9ae716ade64,CLBJ_014.basePlot.ltr,D11,CLBJ,CLBJ_014,CLBJ_014_157,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ014157.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
dbd2046a-313d-432d-b7d5-02ea26a1eda8,CLBJ_028.basePlot.ltr,D11,CLBJ,CLBJ_028,CLBJ_028_018,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ028018.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
c7e793d6-2bfb-4660-93a3-462d53734435,CLBJ_006.basePlot.ltr,D11,CLBJ,CLBJ_006,CLBJ_006_014,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ006014.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
0b6df3cf-0d82-4678-81bc-19ca652d7f87,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,CLBJ_017_195,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ017195.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
f23ae38b-4ea1-4a45-a0c4-e0a99ff681ae,CLBJ_009.basePlot.ltr,D11,CLBJ,CLBJ_009,CLBJ_009_048,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ009048.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
20383140-ccc6-4571-8fa2-11b14fd29625,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,CLBJ_007_077,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ007077.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
9dbf7ec9-7fd5-4386-a0a7-8ecb37dc538a,CLBJ_023.basePlot.ltr,D11,CLBJ,CLBJ_023,CLBJ_023_015,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ023015.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
729edb19-b0ae-4458-89db-a7bdddc24463,CLBJ_027.basePlot.ltr,D11,CLBJ,CLBJ_027,CLBJ_027_063,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ027063.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
12aeb217-11ee-4644-bcac-3e43e431e28c,CLBJ_025.basePlot.ltr,D11,CLBJ,CLBJ_025,CLBJ_025_174,2019-10-23,2019-11-06,OK,LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ025174.20191106,NEON.DOC.001710vG,TE - Litter not collected - trap empty,N,,,,20240104T224033Z,RELEASE-2024
e41b8a66-d9dc-43ab-8bbf-2332fbf9614d,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,CLBJ_003_027,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ003027.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
99c354dc-4be1-4885-9c2f-0f0aea35f202,CLBJ_005.basePlot.ltr,D11,CLBJ,CLBJ_005,CLBJ_005_029,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ005029.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
314c9e9a-6fcc-4ff0-97bb-7eab53834ce3,CLBJ_010.basePlot.ltr,D11,CLBJ,CLBJ_010,CLBJ_010_007,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ010007.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
57ae8f92-a011-4f5b-9782-dad6054e9a60,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,CLBJ_022_038,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ022038.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
142d9060-858d-4cb5-80e5-460f922a5503,CLBJ_004.basePlot.ltr,D11,CLBJ,CLBJ_004,CLBJ_004_062,2019-10-23,2019-11-06,OK,LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ004062.20191106,NEON.DOC.001710vG,TE - Litter not collected - trap empty,N,,,,20240104T224033Z,RELEASE-2024
f503d869-2189-4bdd-8d5c-64e050f952f2,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,CLBJ_029_190,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ029190.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
2110cd8f-6e44-4d1c-9f13-c605e66a3635,CLBJ_026.basePlot.ltr,D11,CLBJ,CLBJ_026,CLBJ_026_152,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ026152.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
cdaa1fae-7d3b-4ea7-b5db-ae42bd97e94b,CLBJ_016.basePlot.ltr,D11,CLBJ,CLBJ_016,CLBJ_016_007,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ016007.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
b4aa8981-1aca-4b07-b0a5-8bdbacdafe26,CLBJ_018.basePlot.ltr,D11,CLBJ,CLBJ_018,CLBJ_018_073,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ018073.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
1659b7b8-a0d7-48a3-aff3-c77c4be13f1d,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,CLBJ_012_170,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ012170.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
e05869b0-f424-4411-a494-d17366066ee7,CLBJ_011.basePlot.ltr,D11,CLBJ,CLBJ_011,CLBJ_011_144,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ011144.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
41a1c7b9-3326-4ce7-a20a-df5a3cf3a7b3,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,CLBJ_002_024,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ002024.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
7e5847df-1bf2-4f96-8102-2b5683a5c9ec,CLBJ_030.basePlot.ltr,D11,CLBJ,CLBJ_030,CLBJ_030_063,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ030063.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
00ea890a-f1ec-455a-9696-352a6999cd03,CLBJ_021.basePlot.ltr,D11,CLBJ,CLBJ_021,CLBJ_021_073,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ021073.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
0c28609c-482a-4770-bd31-2199e2593497,CLBJ_008.basePlot.ltr,D11,CLBJ,CLBJ_008,CLBJ_008_144,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ008144.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
b79ba527-0d99-4d1d-a95e-b6cdd72ca87f,CLBJ_015.basePlot.ltr,D11,CLBJ,CLBJ_015,CLBJ_015_137,2019-10-23,2019-11-06,"",LTR.2019.CLBJ.09,14,NEON.LTR.CLBJ015137.20191106,NEON.DOC.001710vG,"OK - Litter collected - Trap in good shape, no issues",N,,,,20240104T224033Z,RELEASE-2024
