uid,namedLocation,domainID,siteID,plotID,subplotID,trapID,decimalLatitude,decimalLongitude,elevation,nlcdClass,plotType,geodeticDatum,coordinateUncertainty,elevationUncertainty,date,samplingProtocolVersion,targetTaxaPresent,trapType,trapPlacement,trapSize,remarks,recordedBy,publicationDate,release
b5efe1ad-82bc-4154-bcd3-f45ee9e5ce64,CLBJ_010.basePlot.ltr,D11,CLBJ,CLBJ_010,31_400,CLBJ_010_007,33.397139,-97.566099,275.4,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
3d6b6a2d-f58a-4978-b23b-d1c0456fa599,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,31_400,CLBJ_003_027,33.403989,-97.572744,273.4,deciduousForest,tower,WGS84,20.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
6b63bb7c-6659-40ec-bb21-ebbcbe3c521e,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,31_400,CLBJ_002_024,33.40398,-97.571138,263.1,deciduousForest,tower,WGS84,20.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",ttillson@field-ops.org,20240104T224934Z,RELEASE-2024
4bdcb456-07c3-4632-8d72-da596f6f1360,CLBJ_005.basePlot.ltr,D11,CLBJ,CLBJ_005,31_400,CLBJ_005_029,33.403958,-97.570164,257.1,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",ttillson@field-ops.org,20240104T224934Z,RELEASE-2024
445cc013-3b8b-4fa2-a11f-2a2c798ddf9f,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,31_400,CLBJ_022_038,33.406164,-97.572393,261.3,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
845d9350-03e5-4a06-9219-d4628a8c6de8,CLBJ_011.basePlot.ltr,D11,CLBJ,CLBJ_011,31_400,CLBJ_011_144,33.396945,-97.571891,276.5,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
da3e00bd-3d0a-48d5-a0a9-8b442c0e68e2,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,31_400,CLBJ_012_170,33.402587,-97.569224,270.7,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",ttillson@field-ops.org,20240104T224934Z,RELEASE-2024
18fd815f-88d8-4064-8387-4467c6cce47a,CLBJ_021.basePlot.ltr,D11,CLBJ,CLBJ_021,31_400,CLBJ_021_073,33.398814,-97.569922,280.1,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
a5586d98-15a1-48db-a0df-027fd202b9dc,CLBJ_014.basePlot.ltr,D11,CLBJ,CLBJ_014,31_400,CLBJ_014_157,33.40586,-97.571438,261.2,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
5f98db6e-8a82-4961-8e6f-4d6a7c6daf71,CLBJ_009.basePlot.ltr,D11,CLBJ,CLBJ_009,31_400,CLBJ_009_048,33.405348,-97.572739,267.7,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
750855d5-9002-436a-8158-ebc80b94148b,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,CLBJ_024_062,33.396374,-97.569014,280.2,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",ttillson@field-ops.org,20240104T224934Z,RELEASE-2024
ce1382b9-eb20-4249-9cbb-b9b6b4cb6f3e,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,31_400,CLBJ_017_195,33.404538,-97.573712,275.9,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
9f10caca-2516-4beb-8a56-901edbb82f8b,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,31_400,CLBJ_007_077,33.398827,-97.571225,273.2,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
eb41cec5-5ed7-49f7-9237-b9bdeae0036c,CLBJ_004.basePlot.ltr,D11,CLBJ,CLBJ_004,31_400,CLBJ_004_062,33.396903,-97.568989,281.6,deciduousForest,tower,WGS84,10.1,0.1,2016-11-02,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
7d790a2e-a7b1-4532-9b9a-8c7a49700eda,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,31_400,CLBJ_029_190,33.399057,-97.568637,278.6,deciduousForest,tower,WGS84,10.1,0.1,2016-11-03,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
48e2222b-a0f1-41aa-9a1b-670c60ceec47,CLBJ_027.basePlot.ltr,D11,CLBJ,CLBJ_027,31_400,CLBJ_027_063,33.400156,-97.56927,273.2,deciduousForest,tower,WGS84,10.1,0.1,2016-11-03,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
7602e44e-d249-4d36-84cc-faf30dd094ac,CLBJ_025.basePlot.ltr,D11,CLBJ,CLBJ_025,31_400,CLBJ_025_174,33.397471,-97.569639,281.5,grasslandHerbaceous,tower,WGS84,10.1,0.1,2016-11-03,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jbarnett@field-ops.org,20240104T224934Z,RELEASE-2024
5f4c4a71-0978-4c5b-8a65-d26db4ecc9a0,CLBJ_008.basePlot.ltr,D11,CLBJ,CLBJ_008,31_400,CLBJ_008_144,33.399913,-97.569922,271.9,deciduousForest,tower,WGS84,10.1,0.1,2016-11-03,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
4563489e-66cf-4b4e-9717-cf97d28f5a78,CLBJ_030.basePlot.ltr,D11,CLBJ,CLBJ_030,31_400,CLBJ_030_063,33.398512,-97.567356,276,grasslandHerbaceous,tower,WGS84,10.1,0.1,2016-11-03,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jbarnett@field-ops.org,20240104T224934Z,RELEASE-2024
1ba3676d-fd7f-4e26-9206-4a9a8a8fc61d,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,31_400,CLBJ_029_048,33.399057,-97.568637,278.6,deciduousForest,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
d4f0c8ec-3156-4e1a-adc1-889931dafc46,CLBJ_030.basePlot.ltr,D11,CLBJ,CLBJ_030,31_400,CLBJ_030_178,33.398512,-97.567356,276,grasslandHerbaceous,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
47e9352c-cb9e-481f-a169-33ece3e439e7,CLBJ_015.basePlot.ltr,D11,CLBJ,CLBJ_015,31_400,CLBJ_015_198,33.397741,-97.571244,273.7,deciduousForest,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
b0b06f21-cdf4-49c7-a4a4-0c088a1117ba,CLBJ_011.basePlot.ltr,D11,CLBJ,CLBJ_011,31_400,CLBJ_011_159,33.396945,-97.571891,276.5,deciduousForest,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
1f99a847-0de5-4f5a-9e22-1901c0257120,CLBJ_010.basePlot.ltr,D11,CLBJ,CLBJ_010,31_400,CLBJ_010_077,33.397139,-97.566099,275.4,deciduousForest,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
4edcb2e1-dae9-49c3-bbf5-81ccdeb5583c,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,CLBJ_024_162,33.396374,-97.569014,280.2,deciduousForest,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
811a6250-9501-44f3-8f69-a0e35a88c5cc,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,31_400,CLBJ_007_007,33.398827,-97.571225,273.2,deciduousForest,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
ea75de26-e435-46ac-a7a0-f804e8c17eec,CLBJ_023.basePlot.ltr,D11,CLBJ,CLBJ_023,31_400,CLBJ_023_146,33.397449,-97.568344,279.1,grasslandHerbaceous,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
762970c4-0f69-4105-afba-b62f5e4c6b32,CLBJ_025.basePlot.ltr,D11,CLBJ,CLBJ_025,31_400,CLBJ_025_075,33.397471,-97.569639,281.5,grasslandHerbaceous,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
97e87280-48ff-4d99-afdc-12c54f3f537e,CLBJ_004.basePlot.ltr,D11,CLBJ,CLBJ_004,31_400,CLBJ_004_020,33.396903,-97.568989,281.6,deciduousForest,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
e093044c-7dd0-43bf-86d9-457a0fe8c4b7,CLBJ_021.basePlot.ltr,D11,CLBJ,CLBJ_021,31_400,CLBJ_021_078,33.398814,-97.569922,280.1,deciduousForest,tower,WGS84,10.1,0.1,2017-01-17,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
bc842d68-1800-4b27-8d6a-cdf319d80d78,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,31_400,CLBJ_002_011,33.40398,-97.571138,263.1,deciduousForest,tower,WGS84,20.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
261b8646-9988-4ee4-96d3-625d231de477,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,31_400,CLBJ_022_046,33.406164,-97.572393,261.3,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
3c7801bd-cb23-42fc-8925-85a3a4cdb102,CLBJ_008.basePlot.ltr,D11,CLBJ,CLBJ_008,31_400,CLBJ_008_050,33.399913,-97.569922,271.9,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
c4fd40ff-4728-4cbf-89b9-dab94533da21,CLBJ_026.basePlot.ltr,D11,CLBJ,CLBJ_026,31_400,CLBJ_026_029,33.403422,-97.569543,265.6,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
c2f37cca-6341-4df2-ae1d-a11c6826bb11,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,31_400,CLBJ_012_048,33.402587,-97.569224,270.7,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
ecd28f0e-e333-41a5-ab1f-c4bf752a0a95,CLBJ_014.basePlot.ltr,D11,CLBJ,CLBJ_014,31_400,CLBJ_014_189,33.40586,-97.571438,261.2,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
8a5c4a75-6ccd-4669-854b-41e76f2e0670,CLBJ_009.basePlot.ltr,D11,CLBJ,CLBJ_009,31_400,CLBJ_009_197,33.405348,-97.572739,267.7,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
1703a524-88a2-487d-a68e-4a00a7075f23,CLBJ_018.basePlot.ltr,D11,CLBJ,CLBJ_018,31_400,CLBJ_018_078,33.405618,-97.573378,266.8,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
914f0f8c-8d0d-40a8-8c5c-ca5a60bb7999,CLBJ_027.basePlot.ltr,D11,CLBJ,CLBJ_027,31_400,CLBJ_027_178,33.400156,-97.56927,273.2,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
2fabcbc7-ea4e-4fc6-b0ca-4118ed883e7b,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,31_400,CLBJ_003_189,33.403989,-97.572744,273.4,deciduousForest,tower,WGS84,20.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
49bc9574-ed72-42f7-b575-670d1d473a64,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,31_400,CLBJ_017_207,33.404538,-97.573712,275.9,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
31f43437-8063-41a8-9ea0-a9fd83aa76ab,CLBJ_016.basePlot.ltr,D11,CLBJ,CLBJ_016,31_400,CLBJ_016_159,33.404775,-97.570476,262,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
b88b8299-4a76-425f-85b4-ddc57a489cae,CLBJ_028.basePlot.ltr,D11,CLBJ,CLBJ_028,31_400,CLBJ_028_073,33.401799,-97.570531,265.1,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
648a8977-abe3-491b-837d-0dba36927cdc,CLBJ_005.basePlot.ltr,D11,CLBJ,CLBJ_005,31_400,CLBJ_005_103,33.403958,-97.570164,257.1,deciduousForest,tower,WGS84,10.1,0.1,2017-01-19,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jjamison@field-ops.org,20240104T224934Z,RELEASE-2024
e5aa4e4b-4b43-48f2-872f-d5f454e62ce4,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,"",33.396374,-97.569014,280.2,deciduousForest,tower,WGS84,10.1,0.1,2018-01-17,NEON.DOC.001710vE,N,"","",,qualifying vegetation fallen dead,jjamison@battelleecology.org,20240104T224934Z,RELEASE-2024
f2227df9-15d7-41ce-88d9-5966de1f2e33,CLBJ_006.basePlot.ltr,D11,CLBJ,CLBJ_006,31_400,CLBJ_006_140,33.398235,-97.566725,275.8,deciduousForest,tower,WGS84,20.1,0.1,2018-01-25,NEON.DOC.001710vE,Y,Ground,Random,1.5,"",jbarnett@battelleecology.org,20240104T224934Z,RELEASE-2024
3fc0abc0-960a-4822-8e33-730129e10b27,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,31_400,CLBJ_003_179,33.403989,-97.572744,273.4,deciduousForest,tower,WGS84,20.1,0.1,2018-03-14,NEON.DOC.001710vG,Y,Ground,Random,1.5,"","",20240104T224934Z,RELEASE-2024
f4822658-cdf9-46a5-b8c6-81c356fdcda8,CLBJ_006.basePlot.ltr,D11,CLBJ,CLBJ_006,31_400,CLBJ_006_014,33.398235,-97.566725,275.8,deciduousForest,tower,WGS84,20.1,0.1,2018-03-14,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",jbarnett@battelleecology.org,20240104T224934Z,RELEASE-2024
2b7a22de-af4a-4c60-bba0-8c4ef9a66642,CLBJ_021.basePlot.ltr,D11,CLBJ,CLBJ_021,31_400,CLBJ_021_064,33.398814,-97.569922,280.1,deciduousForest,tower,WGS84,10.1,0.1,2021-09-15,NEON.DOC.001710vH,Y,Elevated,Random,0.5,New location chosen to accomodate new LAI sampling - INC0049038,0000-0001-5569-8352,20240104T224934Z,RELEASE-2024
535f5522-00c1-4285-80a3-e6dfb69406a5,CLBJ_021.basePlot.ltr,D11,CLBJ,CLBJ_021,31_400,CLBJ_021_041,33.398814,-97.569922,280.1,deciduousForest,tower,WGS84,10.1,0.1,2022-02-01,NEON.DOC.001710vH,Y,Ground,Random,1.5,"",0000-0001-5569-8352,20240104T224934Z,RELEASE-2024
e33bbb8a-8ab6-4111-b445-bacd753b84fc,SJER_055.basePlot.ltr,D17,SJER,SJER_055,39_400,SJER_055_588,37.115869,-119.727986,427.3,deciduousForest,tower,WGS84,20.2,0.5,2016-10-11,NEON.DOC.001710vE,Y,Elevated,Targeted,0.5,Trap disturbed by cows when checked on December 5th and unsure if any litter had been lost at all,jgrisham@field-ops.org,20240104T225302Z,RELEASE-2024
3518c65f-388f-4e41-a244-3e5bbe180904,SJER_057.basePlot.ltr,D17,SJER,SJER_057,23_400,SJER_057_390,37.112613,-119.727884,434.4,evergreenForest,tower,WGS84,20.1,0.1,2016-10-12,NEON.DOC.001710vE,Y,Elevated,Targeted,0.5,"",krian@neoninc.org,20240104T225302Z,RELEASE-2024
67474853-45aa-4de3-8c27-3420da931214,SJER_057.basePlot.ltr,D17,SJER,SJER_057,39_400,SJER_057_670,37.112613,-119.727884,434.4,evergreenForest,tower,WGS84,20.1,0.1,2016-10-12,NEON.DOC.001710vE,Y,Elevated,Targeted,0.5,"",krian@neoninc.org,20240104T225302Z,RELEASE-2024
1c934cc3-2a9e-4815-ae25-a53c80c182ad,SJER_046.basePlot.ltr,D17,SJER,SJER_046,41_400,SJER_046_859,37.111276,-119.728168,431.8,evergreenForest,tower,WGS84,20.1,0.2,2016-10-12,NEON.DOC.001710vE,Y,Elevated,Targeted,0.5,"","",20240104T225302Z,RELEASE-2024
822ede47-2a6a-4cee-a3c7-2e16cd710abc,SJER_046.basePlot.ltr,D17,SJER,SJER_046,39_400,SJER_046_510,37.111276,-119.728168,431.8,evergreenForest,tower,WGS84,20.1,0.2,2016-10-12,NEON.DOC.001710vE,Y,Elevated,Targeted,0.5,"","",20240104T225302Z,RELEASE-2024
e8732a32-eb53-4ff0-aac7-9442b0ee073e,SJER_045.basePlot.ltr,D17,SJER,SJER_045,23_400,SJER_045_426,37.112827,-119.731615,412.9,evergreenForest,tower,WGS84,20.1,0.1,2016-10-12,NEON.DOC.001710vE,Y,Elevated,Targeted,0.5,"","",20240104T225302Z,RELEASE-2024
b6c6eccb-14d3-4e10-81fc-35345be0926f,SJER_064.basePlot.ltr,D17,SJER,SJER_064,39_400,SJER_064_707,37.109145,-119.726406,446.9,evergreenForest,tower,WGS84,20.1,0.1,2016-10-13,NEON.DOC.001710vE,Y,Elevated,Targeted,0.5,"","",20240104T225302Z,RELEASE-2024
25f50d64-6b1b-4ec7-a93b-e5db03a3ad38,SJER_064.basePlot.ltr,D17,SJER,SJER_064,21_400,SJER_064_192,37.109145,-119.726406,446.9,evergreenForest,tower,WGS84,20.1,0.1,2016-10-13,NEON.DOC.001710vE,Y,Elevated,Targeted,0.5,"","",20240104T225302Z,RELEASE-2024
417710ab-687c-4afe-85c1-52aeb3ec8dd6,SJER_062.basePlot.ltr,D17,SJER,SJER_062,23_400,"",37.112486,-119.734629,406.4,evergreenForest,tower,WGS84,20.1,0.2,2016-11-02,NEON.DOC.001710vE,N,"","",,"",jgrisham@field-ops.org,20240104T225302Z,RELEASE-2024
d42c5b28-5eae-433a-9b42-11246dc50364,SJER_055.basePlot.ltr,D17,SJER,SJER_055,21_400,SJER_055_154,37.115869,-119.727986,427.3,deciduousForest,tower,WGS84,20.2,0.5,2016-11-07,NEON.DOC.001710vE,Y,Ground,Targeted,1.5,"",jgrisham@field-ops.org,20240104T225302Z,RELEASE-2024
e7e09fc1-901a-493a-8c5f-161ae7f93e30,SJER_046.basePlot.ltr,D17,SJER,SJER_046,39_400,SJER_046_677,37.111276,-119.728168,431.8,evergreenForest,tower,WGS84,20.1,0.2,2016-11-07,NEON.DOC.001710vE,Y,Ground,Targeted,1.5,"","",20240104T225302Z,RELEASE-2024
c1252cd0-9258-406e-882d-6c8ace74b893,SJER_045.basePlot.ltr,D17,SJER,SJER_045,39_400,SJER_045_548,37.112827,-119.731615,412.9,evergreenForest,tower,WGS84,20.1,0.1,2016-11-07,NEON.DOC.001710vE,Y,Ground,Targeted,1.5,"","",20240104T225302Z,RELEASE-2024
9e9d6a08-2c7e-4c40-bf07-f2e16cf7537b,SJER_049.basePlot.ltr,D17,SJER,SJER_049,23_400,SJER_049_293,37.114248,-119.728963,426.3,evergreenForest,tower,WGS84,20.1,0.1,2016-11-07,NEON.DOC.001710vE,Y,Ground,Targeted,1.5,"",zlafaver@field-ops.org,20240104T225302Z,RELEASE-2024
350246dd-b9bf-47d8-ab77-f59d6e479fa7,SJER_064.basePlot.ltr,D17,SJER,SJER_064,21_400,SJER_064_198,37.109145,-119.726406,446.9,evergreenForest,tower,WGS84,20.1,0.1,2016-11-07,NEON.DOC.001710vE,Y,Ground,Targeted,1.5,"","",20240104T225302Z,RELEASE-2024
b5ab9e64-8c34-45f4-94d4-449d5996e4b9,SJER_046.basePlot.ltr,D17,SJER,SJER_046,41_400,SJER_046_945,37.111276,-119.728168,431.8,evergreenForest,tower,WGS84,20.1,0.2,2016-11-07,NEON.DOC.001710vE,Y,Ground,Targeted,1.5,"","",20240104T225302Z,RELEASE-2024
1f42052e-c81f-45e6-827e-eddfb2fc756a,SJER_057.basePlot.ltr,D17,SJER,SJER_057,39_400,SJER_057_707,37.112613,-119.727884,434.4,evergreenForest,tower,WGS84,20.1,0.1,2016-11-07,NEON.DOC.001710vE,Y,Ground,Targeted,1.5,"",krian@neoninc.org,20240104T225302Z,RELEASE-2024
ac7967ff-a79e-4bb9-be70-cf70330dfb65,SJER_064.basePlot.ltr,D17,SJER,SJER_064,39_400,SJER_064_640,37.109145,-119.726406,446.9,evergreenForest,tower,WGS84,20.1,0.1,2016-11-07,NEON.DOC.001710vE,Y,Ground,Targeted,1.5,"","",20240104T225302Z,RELEASE-2024
